iter	Precision	Logloss
884	0.8879165921	0.3529332888
885	0.8878915016	0.3527958571
886	0.8879097294	0.3527016309
887	0.8881263315	0.3525611911
888	0.8879736945	0.3524168316
889	0.8881220191	0.3522980162
890	0.8883137178	0.3522404224
891	0.888454967	0.3521073594
892	0.8884004884	0.3519413508
893	0.8885196227	0.3517980908
894	0.8886752172	0.3517145509
895	0.8887767723	0.3515464629
896	0.8886899919	0.3513837184
897	0.8887262079	0.3511838015
898	0.8886866356	0.3510802618
899	0.8887299678	0.3510035775
900	0.8884881567	0.3508681869
901	0.8887552225	0.3507030652
902	0.8887841965	0.3505372263
903	0.888661402	0.3504058791
904	0.8890549122	0.3501866213
905	0.8889357765	0.3500911821
906	0.889108943	0.3499357713
907	0.889300151	0.3498621702
908	0.8892568423	0.3497355756
909	0.8893434639	0.3496418659
910	0.889501866	0.3494948982
911	0.8898586934	0.349358473
912	0.8898868389	0.3492029304
913	0.8899301221	0.349114551
914	0.8900625344	0.3488739869
915	0.8901822191	0.348709757
916	0.8902000195	0.3485472018
917	0.8902178141	0.3484865974
918	0.8901312591	0.348361093
919	0.8899251919	0.3480606632
920	0.8900650675	0.347865194
921	0.8902835514	0.3477863491
922	0.8904741107	0.3476967112
923	0.8904741107	0.3476254906
924	0.8906037663	0.3475241842
925	0.8906725354	0.3474415019
926	0.8907157769	0.3473574963
927	0.8907334595	0.3472566066
928	0.8907334595	0.3471276447
929	0.8908808491	0.3469667149
930	0.8911419424	0.3468157066
931	0.8912459981	0.3467049654
932	0.8911675751	0.3464616614
933	0.8912797282	0.3462343101
934	0.8914527978	0.3461040635
935	0.8916363636	0.3458546415
936	0.8921650949	0.3456667038
937	0.8921044557	0.3455695182
938	0.8920953981	0.3454595776
939	0.892069595	0.3453434254
940	0.8924071082	0.3452332167
941	0.8923812446	0.3451612573
942	0.8923901463	0.3450066745
943	0.8925371689	0.3449110123
944	0.8925633167	0.3446873057
945	0.892701648	0.3445785597
946	0.8926672039	0.3443564744
947	0.8927017883	0.3442722492
948	0.8928312467	0.3441661585
949	0.8927363505	0.3440625132
950	0.8928743922	0.3439292537
951	0.892943412	0.3438282756
952	0.893184818	0.3436186002
953	0.8932195201	0.3434715935
954	0.8931935655	0.3433481591
955	0.8932195201	0.3432437164
956	0.893210761	0.3431562124
957	0.8931763645	0.343060972
958	0.8931763645	0.342901105
959	0.8933318297	0.3428189654
960	0.8933314018	0.3426412405
961	0.8934519882	0.342513333
962	0.8935814073	0.3423935329
963	0.8937442724	0.3422450325
964	0.8937963425	0.3421280846
965	0.8936498745	0.3420202276
966	0.8938223938	0.3418857074
967	0.894115376	0.3418242307
968	0.894278867	0.3417129448
969	0.894235718	0.3415864751
970	0.8942775876	0.341307384
971	0.8942945741	0.3411591806
972	0.8946210308	0.3409623094
973	0.8946210308	0.3408499174
974	0.8947334597	0.3406528753
975	0.8947410678	0.3405602158
976	0.8947072524	0.3404220377
977	0.894594855	0.3403458629
978	0.8948348368	0.340143635
979	0.894849923	0.3398986488
980	0.8947562599	0.339816464
981	0.8948685857	0.3396510361
982	0.8947824413	0.3394832515
983	0.8948685857	0.3393964404
984	0.8950671782	0.3391803655
985	0.8950577664	0.3390871558
986	0.8951345108	0.3390125342
987	0.8952637659	0.3389230999
988	0.8954769196	0.3387854679
989	0.8955271719	0.3386808932
990	0.8956396281	0.3385837082
991	0.8958286575	0.3384928629
992	0.895977408	0.3382743404
993	0.8961931052	0.3381803972
994	0.8960372212	0.3381213854
995	0.8960803504	0.3380057691
996	0.8961969325	0.3378816047
997	0.8963095963	0.337776205
998	0.8963095963	0.3376389885
999	0.8963095963	0.337539883
1000	0.89641913	0.3373747108
1001	0.8964622188	0.3372429572
1002	0.8962037482	0.3371732116
1003	0.8962369896	0.3369849632
1004	0.8964523104	0.3368802996
1005	0.8964854695	0.3367513925
1006	0.8962868118	0.3366418463
1007	0.8962800455	0.3365120776
1008	0.8963894757	0.336380146
1009	0.8963495699	0.3362691772
1010	0.8963495699	0.3361641074
1011	0.8964788055	0.3360681756
1012	0.8965020411	0.3359422571
1013	0.8965914178	0.3357512732
1014	0.8968029526	0.3355628968
1015	0.8969977643	0.3354127646
1016	0.8969218728	0.3353350285
1017	0.896882494	0.3352102571
1018	0.8971140779	0.3351494411
1019	0.8970710494	0.3350421313
1020	0.897233012	0.3348873077
1021	0.896954793	0.3347860405
1022	0.8970306513	0.334686982
1023	0.897116582	0.3346251437
1024	0.8974338502	0.3345186593
1025	0.8973048921	0.3344270686
1026	0.8974727168	0.3343254351
1027	0.8972642051	0.3341747478
1028	0.8973664073	0.3340095935
1029	0.8974685966	0.333922997
1030	0.8975115178	0.3337992799
1031	0.8973664073	0.3336945737
1032	0.8973664073	0.333616785
1033	0.8974951769	0.333487504
1034	0.8975707728	0.3332795895
1035	0.8975381083	0.3331925562
1036	0.8975973726	0.3330759796
1037	0.8975973726	0.3329850277
1038	0.8974951769	0.3328954838
1039	0.8975870972	0.332761411
1040	0.8977750861	0.3326370475
1041	0.8982045476	0.3325458376
1042	0.8981673307	0.3323943964
1043	0.898414469	0.3322139548
1044	0.898414469	0.3320982964
1045	0.8984200803	0.3318852792
1046	0.8984630087	0.3318468584
1047	0.8984685918	0.3317637936
1048	0.898484752	0.3317015425
1049	0.8986296137	0.3315739603
1050	0.8987959856	0.3314425719
1051	0.8985544164	0.3313006742
1052	0.8986134768	0.3312212064
1053	0.8986993138	0.3310576077
1054	0.8986402573	0.3309624971
1055	0.8985973348	0.3308613311
1056	0.8986402573	0.3307070774
1057	0.8986563933	0.3305781639
1058	0.8987422385	0.3304778074
1059	0.8986457455	0.3303549292
1060	0.8985332018	0.3302882905
1061	0.8985599491	0.3300571189
1062	0.8987476728	0.329972063
1063	0.8988495871	0.3299086938
1064	0.8988978482	0.3297644037
1065	0.8988120796	0.3296863912
1066	0.898913872	0.3294831407
1067	0.8990583864	0.3294054753
1068	0.8990583864	0.3293149345
1069	0.8989674345	0.3292098544
1070	0.8989085363	0.3290169769
1071	0.8989192626	0.3289336819
1072	0.8995556966	0.3287666573
1073	0.8995716326	0.3286724908
1074	0.8997588373	0.3285664058
1075	0.8997539487	0.3284603585
1076	0.8996841821	0.3283603842
1077	0.8998555533	0.3282077901
1078	0.8998714469	0.3281267868
1079	0.8998873356	0.3280642439
1080	0.899977794	0.3278181253
1081	0.9002236285	0.3276671616
1082	0.9001807974	0.3275551153
1083	0.9001696339	0.3274812837
1084	0.9001854582	0.3274085388
1085	0.9002645042	0.3272708254
1086	0.9002691151	0.3271166402
1087	0.9002802984	0.3269912038
1088	0.9002105663	0.3268238798
1089	0.9000664957	0.3266556347
1090	0.9002217295	0.3265610026
1091	0.9001947651	0.3264338053
1092	0.8999920817	0.3263476922
1093	0.9002691151	0.3261711551
1094	0.9003388542	0.3260562198
1095	0.9003749585	0.3259272695
1096	0.9004491965	0.3258577552
1097	0.9004919252	0.3257967103
1098	0.9004919252	0.3257097178
1099	0.9008452845	0.3255011108
1100	0.9008138835	0.325362178
1101	0.9008566769	0.3252691887
1102	0.9008452845	0.3251849628
1103	0.9007483822	0.3250204276
1104	0.9007754392	0.3248766713
1105	0.9007326761	0.3247873199
1106	0.9009194347	0.3246570819
1107	0.9009037527	0.324588626
1108	0.900962208	0.3245493995
1109	0.9008923486	0.324498775
1110	0.9010049854	0.3243685702
1111	0.9010321028	0.324197009
1112	0.9009893154	0.3240949487
1113	0.9012041339	0.3239034408
1114	0.9014333802	0.323834511
1115	0.9014877235	0.3237979337
1116	0.9014877235	0.3237284729
1117	0.9013634999	0.3234746839
1118	0.901305186	0.3233571503
1119	0.9014684983	0.3232598352
1120	0.9015267537	0.3231582349
1121	0.9015694572	0.3231174384
1122	0.9016315839	0.3229112282
1123	0.9016936323	0.3228126404
1124	0.9017634626	0.3226999521
1125	0.9016238373	0.3225781266
1126	0.9015540775	0.3224485468
1127	0.9016703435	0.3223303589
1128	0.9017401173	0.3222527592
1129	0.9018563459	0.3221158958
1130	0.901887268	0.3220040949
1131	0.9020188341	0.3219218947
1132	0.9021158603	0.3217783836
1133	0.9020850078	0.321726548
1134	0.9023172288	0.3215500166
1135	0.9023598727	0.3214338942
1136	0.9024025207	0.3212905319
1137	0.9023598727	0.3212174583
1138	0.9023444886	0.3211316293
1139	0.9024213609	0.3209280718
1140	0.9026072171	0.3208191353
1141	0.9026804967	0.3207207322
1142	0.9026225482	0.3206510228
1143	0.9027963555	0.3204735757
1144	0.9027963555	0.3203985172
1145	0.9029515939	0.3202638552
1146	0.9028510256	0.3201893681
1147	0.9029242343	0.32004831
1148	0.902881604	0.3199896871
1149	0.903021619	0.319787393
1150	0.9031221955	0.3196301786
1151	0.9031648559	0.3195208154
1152	0.9030674074	0.3194196836
1153	0.903097909	0.3193543806
1154	0.9031131526	0.3192549581
1155	0.9031131526	0.3191583439
1156	0.9031710079	0.3190698186
1157	0.9031131526	0.3189027023
1158	0.9030126642	0.3188281766
1159	0.9032532225	0.3187167543
1160	0.9031283915	0.3185702868
1161	0.9033748841	0.3184267124
1162	0.9034723533	0.3183582541
1163	0.9037859603	0.3181921314
1164	0.9037006747	0.3180284348
1165	0.9037158178	0.317968083
1166	0.9038162177	0.3179026867
1167	0.9041147603	0.3177886262
1168	0.9042427675	0.3177101481
1169	0.9045115386	0.317582882
1170	0.9043984578	0.3175358111
1171	0.9045139162	0.3173099151
1172	0.9044862518	0.3172236374
1173	0.9043130714	0.3171001273
1174	0.9041272639	0.3169811138
1175	0.9042302249	0.3169146897
1176	0.9041173419	0.3167927023
1177	0.904202632	0.3167240783
1178	0.9046720151	0.3166388145
1179	0.9047746317	0.3165602941
1180	0.9048023398	0.3165031048
1181	0.9048877147	0.3164115482
1182	0.9048855322	0.3163240327
1183	0.9053187476	0.3161587946
1184	0.905649114	0.3160342354
1185	0.9056769794	0.3159593191
1186	0.905819873	0.315866037
1187	0.9057623709	0.3157973829
1188	0.9058477786	0.3156997384
1189	0.9058477786	0.3156300716
1190	0.9057771772	0.3155527706
1191	0.9056917977	0.3155041569
1192	0.9057623709	0.315413612
1193	0.906080816	0.3152434556
1194	0.9061808596	0.315165872
1195	0.9061397318	0.3150618952
1196	0.9062132727	0.3149704141
1197	0.9062544098	0.3148838939
1198	0.9062837976	0.3147258038
1199	0.9062984845	0.3145712793
