iter	Precision	Logloss
128	0.7943354455	0.5185701394
129	0.7947778287	0.5182221025
130	0.7950965229	0.5180418968
131	0.7952138318	0.5177974948
132	0.7953245366	0.5177925928
133	0.7952529049	0.5176135367
134	0.7955522439	0.5174525048
135	0.7954154728	0.5173385395
136	0.7958788947	0.5171371361
137	0.7958788947	0.5171235899
138	0.7960160889	0.5168720902
139	0.7964008806	0.5166534381
140	0.7970140683	0.5163158761
141	0.797077891	0.5160925017
142	0.7966072554	0.5159422043
143	0.7966072554	0.5157578623
144	0.7970321643	0.5154986724
145	0.7971734148	0.5152545019
146	0.7974158527	0.5150719736
147	0.7979405516	0.514617953
148	0.798080783	0.514347117
149	0.7977044476	0.5140442577
150	0.7982783357	0.5138143315
151	0.7990666718	0.5134500354
152	0.7988980716	0.5132450151
153	0.7989128354	0.5130895853
154	0.7992575726	0.512882676
155	0.7995562272	0.5124493673
156	0.7996102258	0.5122527076
157	0.8	0.5120617952
158	0.8003973333	0.5118632796
159	0.8006111536	0.5116941032
160	0.8002901816	0.5112112431
161	0.8005046161	0.5110394349
162	0.8006726415	0.5108143603
163	0.8007263691	0.5107295495
164	0.801207928	0.5104856768
165	0.8013977201	0.5103380657
166	0.8016112405	0.5101858225
167	0.8011540593	0.5099405024
168	0.8012838883	0.5098190364
169	0.8017651441	0.5095698511
170	0.8018489514	0.5093629964
171	0.8017409231	0.5091541469
172	0.8019705562	0.5090256248
173	0.8019839756	0.5087699336
174	0.8017681579	0.5086159888
175	0.8022889843	0.508427087
176	0.8027820122	0.5077391073
177	0.8024526793	0.5074686034
178	0.8024362391	0.507376275
179	0.8026819558	0.5072259173
180	0.8028279056	0.5069516692
181	0.8033246278	0.5067268159
182	0.8034504475	0.5065583784
183	0.8043826831	0.5060642935
184	0.8044549727	0.5058540682
185	0.8045208958	0.505747175
186	0.8045033871	0.5055746084
187	0.804781788	0.5053726306
188	0.8049394009	0.5051683851
189	0.8051057344	0.5048373315
190	0.8051413097	0.5046695295
191	0.8054177795	0.5044481141
192	0.8053537722	0.504350143
193	0.8059348539	0.5041774493
194	0.8061380099	0.5039794073
195	0.8063224527	0.5038550021
196	0.8063685766	0.5036926584
197	0.8071432655	0.5033224645
198	0.8071338745	0.5032080782
199	0.8069774092	0.5030930201
200	0.8080461741	0.5026666924
201	0.807824911	0.5024464693
202	0.8078694014	0.5022336039
203	0.8079885877	0.5020617762
204	0.8080346953	0.5020552241
205	0.8077295787	0.5017991414
206	0.8079598586	0.5016172063
207	0.8084281724	0.501210204
208	0.8085664336	0.5008489176
209	0.8086878792	0.5007070501
210	0.8088696346	0.5002746917
211	0.8088626854	0.4999784721
212	0.8093637865	0.4995993529
213	0.8095880776	0.4992799598
214	0.8097989281	0.4990928855
215	0.8103127256	0.4987515101
216	0.8099895546	0.4983280002
217	0.809758876	0.4981523553
218	0.8097949886	0.4979903674
219	0.810574861	0.4976339505
220	0.8101035385	0.4972930074
221	0.8106520091	0.4970207265
222	0.8105496504	0.496865103
223	0.8110003412	0.4964927769
224	0.8110567626	0.496357551
225	0.8109847266	0.4960764228
226	0.8112404201	0.4957654613
227	0.8113164758	0.4954857715
228	0.8114441211	0.4952734583
229	0.8118290767	0.4947372097
230	0.8118961925	0.4945264281
231	0.8123970541	0.4942012528
232	0.8128404964	0.4937173268
233	0.8130142817	0.4935362134
234	0.8133754229	0.493262861
235	0.8133835469	0.4930251776
236	0.8135599629	0.4925644561
237	0.8137845132	0.4921967877
238	0.8138305904	0.4919076765
239	0.8138305904	0.4916470713
240	0.8143950128	0.4913430606
241	0.8144300689	0.4910730274
242	0.8143506898	0.4907471307
243	0.8150304313	0.490324951
244	0.8151127223	0.4900520959
245	0.8148944598	0.489750608
246	0.814825987	0.4892671052
247	0.8153115816	0.4888438586
248	0.8157959191	0.4886139316
249	0.8159921659	0.4883137155
250	0.8162343285	0.4880159661
251	0.8161190095	0.4877013666
252	0.8164880089	0.4872920291
253	0.8164533133	0.4869942621
254	0.8167762105	0.4866651844
255	0.8169263523	0.4862282296
256	0.817214427	0.4858496303
257	0.8173755861	0.485398344
258	0.8176384346	0.4851431407
259	0.8179493928	0.4848204662
260	0.8179270655	0.4844737526
261	0.8179018142	0.48397527
262	0.8182604445	0.4836872864
263	0.8186015088	0.4832929727
264	0.8187057653	0.4829689842
265	0.8187957231	0.4827000687
266	0.818977637	0.4822961127
267	0.8190333458	0.4820402121
268	0.81902122	0.4817953626
269	0.8191011236	0.4816037844
270	0.818984878	0.4811126084
271	0.8191688506	0.4809113117
272	0.8196383783	0.4803371949
273	0.8198990088	0.4800671078
274	0.8198743831	0.4797971858
275	0.8199899342	0.4793568137
276	0.820265155	0.4792143091
277	0.8205950339	0.4788061225
278	0.8209414706	0.4784827263
279	0.82132995	0.4778900348
280	0.8213506406	0.4775348557
281	0.8214172524	0.4772599102
282	0.821851403	0.4770221742
283	0.8220708143	0.4767567991
284	0.8221701273	0.4763262601
285	0.8224142738	0.4760610961
286	0.822362924	0.4758117588
287	0.8224947585	0.4754228101
288	0.822441705	0.4750398419
289	0.8229925992	0.4747205146
290	0.8235032272	0.4744489666
291	0.8237718614	0.4740776685
292	0.8243421419	0.4738889742
293	0.8246811035	0.4735486629
294	0.8249373782	0.4732439242
295	0.8250916769	0.4729897455
296	0.8251618871	0.4726974486
297	0.8253181415	0.4723992272
298	0.8252911814	0.472087319
299	0.8256033113	0.4718395936
300	0.825672832	0.471543166
301	0.8258471528	0.471216314
302	0.8262039973	0.470907582
303	0.8262543994	0.4704348082
304	0.8264736755	0.4701165798
305	0.8270676692	0.4698317481
306	0.8277157697	0.4694672658
307	0.8278212805	0.4691740964
308	0.8277334904	0.4687761444
309	0.8276635652	0.468380189
310	0.8277651996	0.4681339766
311	0.8277232094	0.4677976468
312	0.8278042236	0.4676420975
313	0.8277725693	0.4674338939
314	0.8282219855	0.4670837913
315	0.8284392894	0.4669020682
316	0.8282602318	0.4666519784
317	0.8291323715	0.4663017116
318	0.8292235769	0.4660906882
319	0.8294711389	0.4655610731
320	0.8294138101	0.4653914388
321	0.8299051067	0.4651797409
322	0.8299028487	0.464817587
323	0.8299750879	0.4643427616
324	0.8303877218	0.4640884526
325	0.8304333492	0.4638549851
326	0.830863791	0.4634515242
327	0.8313804467	0.4631644811
328	0.8314902484	0.462865918
329	0.8314902484	0.4626423882
330	0.8318729463	0.4622798999
331	0.8317352474	0.4620193318
332	0.8316281789	0.461774883
333	0.8321448162	0.461438793
334	0.8323893741	0.4610906478
335	0.8324205915	0.4607106138
336	0.8328008909	0.4602578832
337	0.8332572284	0.4598501607
338	0.8336528455	0.4594893685
339	0.8336832113	0.4593197185
340	0.8339269081	0.459033668
341	0.8339269081	0.4588310624
342	0.8340490854	0.4586345011
343	0.8346879509	0.4583142581
344	0.8346103327	0.4579411904
345	0.8344563832	0.4574922491
346	0.8348658934	0.4572680603
347	0.835078391	0.4569176153
348	0.8351528384	0.4567385739
349	0.835168435	0.45650082
350	0.8353469106	0.4562660207
351	0.8354080724	0.4559296977
352	0.835725446	0.4556382048
353	0.8360426467	0.455394603
354	0.8364349389	0.455136076
355	0.8367061727	0.4550225455
356	0.83702279	0.4547658642
357	0.8367198839	0.454568494
358	0.8369884366	0.4544249308
359	0.8369452857	0.454068654
360	0.8369133721	0.4538578331
361	0.8371385084	0.4536833304
362	0.8374544862	0.4534081649
363	0.8375133549	0.4532470389
364	0.8379170587	0.4529582268
365	0.8380211631	0.452788223
366	0.8383688533	0.4525264928
367	0.8382682169	0.4520868156
368	0.8387644202	0.4519454121
369	0.8385827482	0.4516712905
370	0.8383557689	0.4513541124
371	0.838459457	0.4510852664
372	0.838608451	0.4507576121
373	0.8388807707	0.4505046366
374	0.8388027407	0.4501842599
375	0.83910409	0.4499593898
376	0.8394838943	0.4497292852
377	0.8396202577	0.4494243143
378	0.839525321	0.449157186
379	0.8397648586	0.4489924646
380	0.8398599632	0.4487454497
381	0.8394843913	0.4484491479
382	0.839661688	0.4482351278
383	0.8396781684	0.4480348116
384	0.8395381461	0.4477326542
385	0.8396246764	0.4474208254
386	0.8399705147	0.4471503312
387	0.8404312668	0.4469097771
388	0.840233498	0.4466544534
389	0.8407389454	0.4464189543
390	0.8409103137	0.446199944
391	0.8408817779	0.446062125
392	0.8410410841	0.4458201518
393	0.8410863135	0.4457029589
394	0.8408650742	0.445417174
395	0.8408650742	0.4451981829
396	0.8410008071	0.4449234453
397	0.8410745669	0.4446814052
398	0.8410578216	0.4443118329
399	0.8411432667	0.4441600074
400	0.8408838592	0.4438182505
401	0.8409977454	0.4436163552
402	0.8411616297	0.4434596232
403	0.8418791946	0.4432226455
404	0.8416923408	0.442925108
405	0.8420374875	0.44261584
406	0.8424325822	0.4422963812
407	0.8424437299	0.4420677102
408	0.8428783303	0.4419347464
409	0.8427317736	0.4417384712
410	0.8431197573	0.4415610521
411	0.8434466019	0.4413368162
412	0.8435582822	0.4412027599
413	0.8438397204	0.4409474447
414	0.8437667202	0.4406272591
415	0.8443191751	0.440321995
416	0.8446735273	0.440068595
417	0.8449399779	0.4397329651
418	0.8450478379	0.4395251644
419	0.8450127331	0.4393543077
420	0.8448847237	0.4390999234
421	0.8448220584	0.4388153484
422	0.8448045588	0.4386641216
423	0.8450052501	0.4384608019
424	0.8455862743	0.4380625757
425	0.8460212838	0.4378194347
426	0.8461388144	0.4375687928
427	0.8460582386	0.4374814992
428	0.8460678345	0.4373291776
429	0.8460951502	0.4371114512
430	0.8462043161	0.4367988119
431	0.8466819222	0.4364939513
432	0.8469165144	0.4362940026
433	0.8473493719	0.4359547896
434	0.8476379628	0.4356029001
435	0.8477821508	0.4354429713
436	0.8477370632	0.4351452159
437	0.8481147106	0.4348813402
438	0.8481953291	0.4346025643
439	0.8485020186	0.4343273052
440	0.8486092434	0.4339328104
441	0.8484012938	0.4336589255
442	0.8487345914	0.4333885562
443	0.8486980502	0.4331384456
444	0.8484912764	0.4328961887
445	0.8490132277	0.4325524281
446	0.8490582722	0.432383781
447	0.8490482671	0.4320273075
448	0.8490915832	0.4318397864
449	0.8490199541	0.4316504695
450	0.8494699647	0.4313323397
451	0.8496951489	0.431221898
452	0.8496316319	0.4309878543
453	0.8495703526	0.4306850821
454	0.8496685815	0.4304742735
455	0.8495068406	0.430338745
456	0.8501988511	0.4300820937
457	0.8501165995	0.4298628165
458	0.8504212367	0.4296488624
459	0.8504103786	0.4294789048
460	0.8503419392	0.4292245471
461	0.8505487126	0.4290655326
462	0.8507971258	0.4288665894
463	0.8509849608	0.4287490265
464	0.8512628625	0.4285801437
465	0.8511727229	0.4284443701
466	0.8514054808	0.4282716352
467	0.8516527104	0.4279692676
468	0.8515887982	0.427732441
469	0.8517122322	0.4274618665
470	0.8519705561	0.4272019115
471	0.8521126761	0.4271177956
472	0.85240879	0.4268064781
473	0.8524538203	0.4265292689
474	0.8526408451	0.4262746255
475	0.8524347734	0.4259216476
476	0.8522216939	0.4257148779
477	0.8525386158	0.4255727322
478	0.8522927379	0.4252739753
479	0.8520605847	0.4250985058
480	0.8521766695	0.4247390265
481	0.852266723	0.4245315675
482	0.8522026975	0.4244131944
483	0.8527254498	0.4241955559
484	0.8525126689	0.4240412848
485	0.8525904822	0.4238378445
486	0.8527009223	0.4236103436
487	0.8526750417	0.4233608819
488	0.8527649405	0.4232557773
489	0.8530414309	0.4230013108
490	0.8533628505	0.4227865171
491	0.8538383236	0.422386347
492	0.8540887789	0.4222040364
493	0.8541399821	0.4219678836
494	0.8542035437	0.4216469521
495	0.8542739985	0.4214462948
496	0.8543311912	0.4212472053
497	0.8542731154	0.4210157139
498	0.8547726557	0.4206683182
499	0.854919108	0.4205082884
500	0.8548606984	0.4202823228
501	0.8547143082	0.4200927836
502	0.8550400336	0.4198405293
503	0.8553989297	0.4195685685
504	0.8553736356	0.4193225238
505	0.8557692308	0.4190035937
506	0.8554046258	0.418548759
507	0.8555729984	0.4183545307
508	0.8553882657	0.4181769529
509	0.8555478018	0.4179422293
510	0.8556932894	0.4176654295
511	0.8557380479	0.4175795842
512	0.8555338587	0.4173481619
513	0.8558582109	0.4171136161
514	0.8561124758	0.4168987251
515	0.85614829	0.416525123
516	0.8561232483	0.4163401409
517	0.8563521487	0.4161189963
518	0.8564021367	0.4159122942
519	0.8568992221	0.4156652509
520	0.8568448501	0.4154859241
521	0.8566910525	0.4151899144
522	0.857182599	0.4149604539
523	0.857480575	0.4147824492
524	0.8576147427	0.4144759324
525	0.8575500556	0.4141955271
526	0.8577242135	0.4139660182
527	0.8579927979	0.4137898735
528	0.8580869565	0.4136362943
529	0.8580467962	0.4134844147
530	0.8581609595	0.4133186417
531	0.8580961318	0.4132245143
532	0.8587690225	0.4129355051
533	0.858764712	0.4126899741
534	0.8587806149	0.4123268022
535	0.8589351498	0.4120272069
536	0.8589841579	0.4119166855
537	0.8586463815	0.4116680726
538	0.8590170762	0.4115150257
539	0.8593424886	0.4112833345
540	0.859456273	0.4109992663
541	0.8594846558	0.4108537676
542	0.8595333368	0.4107301713
543	0.8596102593	0.410533646
544	0.8595576647	0.4103689775
545	0.859452069	0.4100192895
546	0.8597238085	0.409900136
547	0.8597519846	0.4096523625
548	0.8598693082	0.4094748619
549	0.8602540835	0.4092684722
550	0.8605495075	0.4089766356
551	0.8605048987	0.4088626145
552	0.8607590565	0.4084401526
553	0.860793544	0.4082520803
554	0.8607765083	0.4078861255
555	0.8607285076	0.4077415997
556	0.8609922716	0.4075684761
557	0.8609716976	0.4073602222
558	0.8613206572	0.407055177
559	0.8614638175	0.406847558
560	0.8618465191	0.4066868712
561	0.8618020436	0.4065403517
562	0.861671767	0.4062161458
563	0.8616986546	0.406088174
564	0.8618970674	0.4059282546
565	0.8619859717	0.4058050096
566	0.861920803	0.4056163307
567	0.862125247	0.4053826007
568	0.8622493611	0.4051972311
569	0.8622522461	0.4050333183
570	0.8623202071	0.4048584504
571	0.8623202071	0.4047203491
572	0.8624296886	0.4044661341
573	0.8625184372	0.4042096463
574	0.8624532766	0.4041096299
575	0.8626126898	0.4040010368
576	0.8627041105	0.4038589207
577	0.8630172192	0.4036612901
578	0.8629519878	0.4035334429
579	0.8632022183	0.4032913426
580	0.8631838243	0.4031117822
581	0.863592092	0.402847025
582	0.8638810561	0.4027450475
583	0.8637180255	0.402393688
584	0.8640306603	0.4021484671
585	0.8640982653	0.4019135352
586	0.8640982653	0.401752732
587	0.8642798523	0.4015174595
588	0.8641890852	0.401301208
589	0.8641911991	0.4010559239
590	0.8642376183	0.4008243843
591	0.8643685236	0.4007134888
592	0.8641911991	0.4005736609
593	0.8648371377	0.4003170351
594	0.8647734263	0.4001704258
595	0.8649313384	0.4000189494
596	0.865135172	0.3998444281
597	0.8650465886	0.3996896628
598	0.8648445636	0.3995191053
599	0.8650040939	0.399379573
600	0.8652288807	0.3991569923
601	0.8653846154	0.399027368
602	0.8654763527	0.3988138023
603	0.865876099	0.3986641407
604	0.865876099	0.3985538563
605	0.865876099	0.3984293941
606	0.8660586674	0.3981793015
607	0.8660358735	0.3978997711
608	0.8658362263	0.3977447643
609	0.8661725205	0.3975290485
610	0.8662140779	0.3972544953
611	0.8663934566	0.3969677013
612	0.866440102	0.3968166937
613	0.8667979225	0.3965542377
614	0.8665308202	0.3962386433
615	0.8667096599	0.3960734432
616	0.8666892809	0.3959859432
617	0.8668215976	0.3958234852
618	0.8668431233	0.3957292957
619	0.8670676947	0.3954413948
620	0.8673780488	0.3952874575
621	0.867687409	0.3951054726
622	0.867687409	0.3949564898
623	0.8677748971	0.3947390978
624	0.8680191012	0.3946175374
625	0.8679526479	0.3944606424
626	0.8681067344	0.3942794716
627	0.8679079066	0.3940127656
628	0.8681530602	0.393811112
629	0.8681976528	0.3936763977
630	0.8682862504	0.3935609471
631	0.8686179466	0.393245406
632	0.8686834545	0.3931872626
633	0.868881828	0.3930656831
634	0.8689920909	0.3928438517
635	0.8690578865	0.3927210911
636	0.8688372093	0.3925564375
637	0.8689475553	0.3924717472
638	0.8691014375	0.3921804168
639	0.8690351204	0.3920250005
640	0.8693005006	0.3917256191
641	0.8693446089	0.3915681855
642	0.8693886529	0.3912506101
643	0.8691901766	0.3910324718
644	0.8694991131	0.3908221219
645	0.8696313061	0.3905536807
646	0.8694550492	0.3904492631
647	0.8694330959	0.3902867137
648	0.8697190812	0.3901347162
649	0.8700707786	0.3899405153
650	0.8699828127	0.3898110365
651	0.8700488792	0.3895859303
652	0.8701147682	0.3894421974
653	0.8702254015	0.3892829834
654	0.8700711708	0.3890020744
655	0.8702910526	0.3887447467
656	0.8704009712	0.388476101
657	0.8707533484	0.3883728035
658	0.8707974156	0.3882900528
659	0.8711265469	0.388169747
660	0.8712357392	0.3878962512
661	0.871147657	0.3878428892
662	0.8711910657	0.3876021319
663	0.8712784588	0.387443305
664	0.8711024311	0.3872707138
665	0.8711898069	0.387151264
666	0.8716515414	0.3868372303
667	0.8713881592	0.3866226804
668	0.8714762049	0.3864950356
669	0.8713881592	0.3863337295
670	0.8717146749	0.3859629432
671	0.871758652	0.3858640165
672	0.8719346049	0.3855884761
673	0.8718250631	0.3854007529
674	0.8720422156	0.3852481255
675	0.8721741323	0.3849864681
676	0.8723929886	0.3847457645
677	0.8725880397	0.3846032738
678	0.8726320032	0.384499894
679	0.8728079016	0.3844053919
680	0.8727400917	0.3842942585
681	0.8727828028	0.3841242059
682	0.8729772784	0.3838843157
683	0.8730637699	0.3837825879
684	0.8734122063	0.3835718941
685	0.8733441629	0.3833441939
686	0.873300288	0.3832008113
687	0.873433416	0.3829994803
688	0.8735197065	0.3828651862
689	0.8735393578	0.3827190234
690	0.873605948	0.3825611277
691	0.8735181836	0.382466617
692	0.8737376275	0.3823263257
693	0.8736514106	0.3821250728
694	0.8735181836	0.3819721563
695	0.8735166619	0.381663919
696	0.8735605249	0.3814895072
697	0.8736012846	0.3813327903
698	0.8740415844	0.3811256245
699	0.8742364656	0.3809213713
700	0.874408336	0.3807992715
701	0.8743224252	0.380606337
702	0.8744101998	0.3804202035
703	0.8743663103	0.3803432073
704	0.8742538998	0.3801061441
705	0.8743799168	0.379950261
706	0.8743780679	0.3798578805
707	0.8746409246	0.3796807762
708	0.8749666043	0.3794267403
709	0.8750083461	0.3792947445
710	0.8752231435	0.3791101275
711	0.8752023227	0.3789925911
712	0.8750751352	0.3787824292
713	0.8752483181	0.3786461256
714	0.8758965805	0.3783343969
715	0.8760049371	0.3782419537
716	0.876198416	0.3780856881
717	0.8763685447	0.3779239756
718	0.8764123588	0.3777404372
719	0.8764588196	0.3776384748
720	0.8763943775	0.3775126121
721	0.8767808048	0.37733756
722	0.8767547585	0.3772261629
723	0.8768628757	0.377088829
724	0.8771637816	0.3769204788
725	0.8772280194	0.3767809125
726	0.8770966454	0.3766105353
727	0.8774757411	0.3764352024
728	0.8776507346	0.376345419
729	0.8776273158	0.3762559878
730	0.8776476452	0.3761378692
731	0.8776679678	0.376052087
732	0.8776710644	0.3759315272
733	0.8776039071	0.3758261741
734	0.8777523164	0.375668091
735	0.8778397768	0.3754838108
736	0.8777257791	0.3752780812
737	0.8778568939	0.3751723616
738	0.8779113137	0.3750535005
739	0.877850568	0.3748941779
740	0.8779379323	0.3747551059
741	0.8779816209	0.3746158488
742	0.8781935441	0.3744427614
743	0.8782809106	0.3743461864
744	0.8787748202	0.3741720519
745	0.8786673297	0.3739968829
746	0.8786437532	0.3739124971
747	0.878807947	0.3738095101
748	0.8788917027	0.3735318216
749	0.8791026998	0.3733781619
750	0.8791263341	0.3732079426
751	0.8792136226	0.373149057
752	0.8791899672	0.3729885511
753	0.8791863061	0.3728716132
754	0.8794206637	0.3725436386
755	0.8795278324	0.3724169197
756	0.8796824609	0.372157579
757	0.8795278324	0.3718875501
758	0.8794044665	0.3717047731
759	0.8796664019	0.3716221311
760	0.8797775313	0.3715509519
761	0.8799880881	0.3713539116
762	0.8801111093	0.3711806275
763	0.8801587958	0.3710092818
764	0.8802618961	0.3708017858
765	0.8803970223	0.3706989461
766	0.8804844153	0.3704932392
767	0.8804604926	0.3702657984
768	0.8803335374	0.3700954203
769	0.8804407167	0.3699923441
770	0.8806113335	0.3697784886
771	0.8806705462	0.3695830641
772	0.8808564065	0.3694031745
773	0.8808717906	0.3692197751
774	0.8812842703	0.3690947064
775	0.8814107856	0.3688990699
776	0.8814890598	0.3686836541
777	0.8814890598	0.3684616772
778	0.8816498788	0.3682807162
779	0.8817463329	0.3680839176
780	0.8821103339	0.3679011876
781	0.8820135821	0.3676730593
782	0.8822705322	0.367533344
783	0.882139679	0.3672569757
784	0.8822705322	0.3672066808
785	0.8823965594	0.3671618705
786	0.8823916982	0.3670371538
787	0.8822367121	0.3668786195
788	0.8824593723	0.3667715859
789	0.8825563019	0.3665710752
790	0.8827207213	0.3664539643
791	0.8828464272	0.3663640076
792	0.8831501651	0.3662019908
793	0.8832335329	0.3660484602
794	0.8831899459	0.3659208167
795	0.8833347036	0.3658058957
796	0.8833347036	0.3657410069
797	0.8834061566	0.3655646012
798	0.8834688347	0.3654173598
799	0.88356974	0.3652346651
800	0.8835888513	0.365099392
801	0.8836567826	0.3649512897
802	0.8836567826	0.3648768507
803	0.8837003103	0.3647584536
804	0.8838636625	0.3645088285
805	0.8838010832	0.3644125002
806	0.884051314	0.364141849
807	0.8839506983	0.3640253243
808	0.8841193266	0.3638408477
809	0.8840758061	0.3637336307
810	0.8842902084	0.3634707378
811	0.8840783954	0.3633502978
812	0.8841843088	0.3631861437
813	0.8841353556	0.3629666619
814	0.8841543299	0.3628142941
815	0.8843659942	0.3627282146
816	0.8843905075	0.3626207021
817	0.8845776031	0.3625253977
818	0.8846285967	0.3622820502
819	0.8847850956	0.3621297222
820	0.8846606512	0.3619977743
821	0.8847908186	0.3619109025
822	0.8847474252	0.3616250433
823	0.8847285808	0.3614921269
824	0.8847285808	0.3613953167
825	0.8850078493	0.3611456393
826	0.8850454456	0.3610037464
827	0.885107635	0.3609501982
828	0.8850830174	0.3608260696
829	0.8851885744	0.3606080513
830	0.8852566198	0.3604920318
831	0.8854055998	0.3603286769
832	0.8855171512	0.3602378677
833	0.885560588	0.360056473
834	0.885479703	0.3598577195
835	0.8854984301	0.3597303123
836	0.8855666056	0.3596383968
837	0.8856408662	0.3595422994
838	0.8857900422	0.3594241566
839	0.8856904259	0.3592819648
840	0.8856034186	0.3591791618
841	0.8858148482	0.359092748
842	0.8858087321	0.3589619409
843	0.8858460934	0.358872182
844	0.8859952947	0.3587355146
845	0.8859145953	0.3586686645
846	0.8857778359	0.3584976533
847	0.8859951905	0.3583377273
848	0.8861566633	0.358240211
849	0.8861566633	0.3581344713
850	0.8862001308	0.3580089859
851	0.8862436025	0.3579138223
852	0.8861132001	0.3577947253
853	0.8861132001	0.3576163686
854	0.8861504266	0.3574781079
855	0.8862993773	0.3573022399
856	0.8862993773	0.3572386276
857	0.8864981524	0.3570790129
858	0.8865915299	0.3569535115
859	0.8867285314	0.3568775379
860	0.8863305588	0.3567380121
861	0.8864483232	0.3566173203
862	0.8864981524	0.3565503597
863	0.8865537979	0.35633982
864	0.886578728	0.3562130715
865	0.886596592	0.3560409905
866	0.8867758351	0.3558392529
867	0.8868127568	0.3557031425
868	0.8869363936	0.3555661015
869	0.8869363936	0.3554641503
870	0.8869060242	0.3552780564
871	0.8869244695	0.3551140558
872	0.8869981908	0.3548878486
873	0.8869981908	0.3547412346
874	0.8868062913	0.35459817
875	0.8866946916	0.3544876033
876	0.8873870206	0.3542106805
877	0.8875103795	0.354104242
878	0.8873370123	0.3539428517
879	0.887606664	0.353664522
880	0.8876499464	0.3535824132
881	0.887620163	0.3534267001
882	0.8876452022	0.3532087159
883	0.8878618737	0.3530385973
